法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
法律,平成二十四年法律第六十一号,消費者教育の推進に関する法律,しょうひしゃきょういくのすいしんにかんするほうりつ,,平成二十四年八月二十二日,不当景品類及び不当表示防止法等の一部を改正する等の法律,平成二十六年法律第七十一号,平成二十六年六月十三日,平成二十八年四月一日,,424AC1000000061,https://elaws.e-gov.go.jp/document?lawid=424AC1000000061_20160401_426AC0000000071,,
法律,平成二十四年法律第六十四号,社会保障制度改革推進法,しゃかいほしょうせいどかいかくすいしんほう,,平成二十四年八月二十二日,平成２７年８月１日（基準日）現在のデータ,,,,,424AC1000000064,https://elaws.e-gov.go.jp/document?lawid=424AC1000000064_20150801_000000000000000,,
法律,平成二十四年法律第八十号,大都市地域における特別区の設置に関する法律,だいとしちいきにおけるとくべつくのせっちにかんするほうりつ,,平成二十四年九月五日,平成２７年８月１日（基準日）現在のデータ,,,,,424AC1000000080,https://elaws.e-gov.go.jp/document?lawid=424AC1000000080_20150801_000000000000000,,
法律,平成二十四年法律第八十一号,古典の日に関する法律,こてんのひにかんするほうりつ,,平成二十四年九月五日,平成２７年８月１日（基準日）現在のデータ,,,,,424AC1000000081,https://elaws.e-gov.go.jp/document?lawid=424AC1000000081_20150801_000000000000000,,
法律,平成二十四年法律第八十二号,カネミ油症患者に関する施策の総合的な推進に関する法律,かねみあぶらしょうかんじゃにかんするせさくのそうごうてきなすいしんにかんするほうりつ,,平成二十四年九月五日,平成２７年８月１日（基準日）現在のデータ,,,,,424AC1000000082,https://elaws.e-gov.go.jp/document?lawid=424AC1000000082_20150801_000000000000000,,
法律,平成二十四年法律第九十号,移植に用いる造血幹細胞の適切な提供の推進に関する法律,いしょくにもちいるぞうけつかんさいぼうのてきせつなていきょうのすいしんにかんするほうりつ,,平成二十四年九月十二日,成年被後見人等の権利の制限に係る措置の適正化等を図るための関係法律の整備に関する法律,令和元年法律第三十七号,令和元年六月十四日,令和元年九月十四日,,424AC1000000090,https://elaws.e-gov.go.jp/document?lawid=424AC1000000090_20190914_501AC0000000037,,○
法律,平成二十四年法律第九十二号,母子家庭の母及び父子家庭の父の就業の支援に関する特別措置法,ぼしかていのははおよびふしかていのちちのしゅうぎょうのしえんにかんするとくべつそちほう,,平成二十四年九月十四日,内閣の重要政策に関する総合調整等に関する機能の強化のための国家行政組織法等の一部を改正する法律,平成二十七年法律第六十六号,平成二十七年九月十一日,平成二十八年四月一日,,424AC1000000092,https://elaws.e-gov.go.jp/document?lawid=424AC1000000092_20160401_427AC0000000066,,
政令,平成二十四年政令第十六号,復興特別所得税に関する政令,ふっこうとくべつしょとくぜいにかんするせいれい,,平成二十四年一月二十五日,租税特別措置法施行令の一部を改正する政令,令和二年政令第百二十一号,令和二年三月三十一日,令和二年四月一日,,424CO0000000016,https://elaws.e-gov.go.jp/document?lawid=424CO0000000016_20200401_502CO0000000121,,○
政令,平成二十四年政令第十六号,復興特別所得税に関する政令,ふっこうとくべつしょとくぜいにかんするせいれい,,平成二十四年一月二十五日,法人税法施行令等の一部を改正する政令,令和二年政令第二百七号,令和二年六月二十六日,令和四年四月一日,,424CO0000000016,https://elaws.e-gov.go.jp/document?lawid=424CO0000000016_20220401_502CO0000000207,○,
政令,平成二十四年政令第十七号,復興特別法人税に関する政令,ふっこうとくべつほうじんぜいにかんするせいれい,,平成二十四年一月二十五日,復興特別法人税に関する政令の一部を改正する政令,平成三十年政令第百五十号,平成三十年三月三十一日,平成三十年四月一日,,424CO0000000017,https://elaws.e-gov.go.jp/document?lawid=424CO0000000017_20180401_430CO0000000150,,
政令,平成二十四年政令第十七号,復興特別法人税に関する政令,ふっこうとくべつほうじんぜいにかんするせいれい,,平成二十四年一月二十五日,法人税法施行令等の一部を改正する政令,令和二年政令第二百七号,令和二年六月二十六日,令和四年四月一日,,424CO0000000017,https://elaws.e-gov.go.jp/document?lawid=424CO0000000017_20220401_502CO0000000207,○,
政令,平成二十四年政令第二十二号,復興庁組織令,ふっこうちょうそしきれい,,平成二十四年二月一日,特定秘密の保護に関する法律施行令等の一部を改正する政令,令和元年政令第百七十七号,令和元年十二月十日,令和元年十二月十一日,,424CO0000000022,https://elaws.e-gov.go.jp/document?lawid=424CO0000000022_20191211_501CO0000000177,,
政令,平成二十四年政令第二十三号,復興推進会議令,ふっこうすいしんかいぎれい,,平成二十四年二月一日,平成２７年８月１日（基準日）現在のデータ,,,,,424CO0000000023,https://elaws.e-gov.go.jp/document?lawid=424CO0000000023_20150801_000000000000000,,
政令,平成二十四年政令第二十四号,復興推進委員会令,ふっこうすいしんいいんかいれい,,平成二十四年二月一日,平成２７年８月１日（基準日）現在のデータ,,,,,424CO0000000024,https://elaws.e-gov.go.jp/document?lawid=424CO0000000024_20150801_000000000000000,,
政令,平成二十四年政令第二十五号,復興庁設置法第四条第二項第三号イ及びロの事業を定める政令,ふっこうちょうせっちほうだいよんじょうだいにこうだいさんごういおよびろのじぎょうをさだめるせいれい,,平成二十四年二月一日,研究開発システムの改革の推進等による研究開発能力の強化及び研究開発等の効率的推進等に関する法律の一部を改正する法律の施行に伴う関係政令の整備に関する政令,平成三十一年政令第四号,平成三十一年一月十七日,平成三十一年一月十七日,,424CO0000000025,https://elaws.e-gov.go.jp/document?lawid=424CO0000000025_20190117_431CO0000000004,,
政令,平成二十四年政令第二十六号,障がい者制度改革推進本部等における検討を踏まえて障害保健福祉施策を見直すまでの間において障害者等の地域生活を支援するための関係法律の整備に関する法律の施行に伴う関係政令の整備等及び経過措置に関する政令　抄,しょうがいしゃせいどかいかくすいしんほんぶとうにおけるけんとうをふまえてしょうがいほけんふくしせさくをみなおすまでのあいだにおいてしょうがいしゃとうのちいきせいかつをしえんするためのかんけいほうりつのせいびにかんするほうりつのせこうにともなうかんけいせいれいのせいびとうおよびけいかそちにかんするせいれい　しょう,,平成二十四年二月三日,平成２７年８月１日（基準日）現在のデータ,,,,,424CO0000000026,https://elaws.e-gov.go.jp/document?lawid=424CO0000000026_20150801_000000000000000,,
